,name,urls
509,"10/06/2014 :: MCA II Semester Supplementary 
		Result, February 2014", http://gvpce.ac.in/results/MCAIISemSupply-Feb2014/btechsearch.asp
510,"04/06/2014 :: B.Tech VIII Semester Regular and 
		Supplementary Result, May 2014", http://gvpce.ac.in/results/BTechVIIISemReg&Supply-May2014/btechsearch.asp
511,"04/06/2014 :: B.Tech VIII Semester Supplementary 
		Result, May 2014", http://gvpce.ac.in/results/BTechVIIISemSupply-May2014/btechsearch.asp
512,"04/06/2014 :: B.Tech VII Semester Supplementary 
		Result, May 2014", http://gvpce.ac.in/results/BTechVIISemSupply-May2014/btechsearch.asp
513,"31/05/2014 :: M.Tech II Semester Supplementary 
		Result, May 2014", http://gvpce.ac.in/results/MTechIISemSupply-May2014/mtechsearch.asp
514,"31/05/2014 :: M.Tech I Semester Supplementary 
		Result, May 2014", http://gvpce.ac.in/results/MTechISemSupply-May2014/mtechsearch.asp
515,"31/05/2014 :: MCA III Semester Regular Result, 
		March 2014", http://gvpce.ac.in/results/MCAIIISemRegular-March2014/btechsearch.asp
516,"28/04/2014 :: B.Tech II Semester (R-2009) 
		Supplementary (Autonomous) Examinations Result_Feb 2014", http://gvpce.ac.in/results/B.TechIISem(R-2009)Supply(A)-Feb2014/btechsearch.asp
517,"28/04/2014 :: B.Tech II Semester (R-2012) 
		Supplementary (Autonomous) Examinations Result_Feb 2014", http://gvpce.ac.in/results/B.TechIISem(R-2012)Supply(A)-Feb2014/btechsearch.asp
518,"24/04/2014 :: B.Tech I Semester (R-2012) 
		Supplementary Results February 2014", http://gvpce.ac.in/results/B.TECH%20I%20semester%20(R-2012)%20supplementary%20%20Results_Feb%202014/btechsearch.asp
519,"24/04/2014 :: B.Tech III Semester (R-2009) 
		Supplementary Results February 2014", http://gvpce.ac.in/results/B.TECH%20III%20semester%20(R-2009)%20supplementary%20%20Results_Feb%202014/btechsearch.asp
520,"24/04/2014 :: B.Tech I Semester (R-2009) 
		Supplementary Results February 2014", http://gvpce.ac.in/results/B.TECH%20I%20semester%20(R-2009)%20supplementary%20%20Results_Feb%202014/btechsearch.asp
521,, http://gvpce.ac.in/results/B.TechIIISem(R-2012)RegularResults_Feb2014/btechsearch.asp
522,"19/04/2014 :: B.Tech I Semester (R-2013) Regular 
		Autonomous Examinations Result held on February-2014", http://gvpce.ac.in/results/B.TechIsemester(R-2013)RegularAutonomousExaminationsResultheldonFebruary-2014/btechsearch.asp
523,B.Tech III Sem (R-2012) Regular Results - Feb 2014, http://gvpce.ac.in/results/B.TechIIISem(R-2012)RegularResults_Feb2014/btechsearch.asp
524,, http://gvpce.ac.in/results/B.TechIIISem(R-2012)RegularResults_Feb2014/btechsearch.asp
525,"B.Tech VII Semester R&amp;S Revaluation Results - 
		Dec./Jan.-2013/2014", http://gvpce.ac.in/results/BTechVIISemReg&SupplyRev-Dec2013/btechsearch.asp
526,"B.Tech VIII Semester Supplementary Revaluation 
		Results - December-2013", http://gvpce.ac.in/results/BTechVIIISemSupplyRevDec2013/btechsearch.asp
527,"B.Tech VII Semester Supplementary Results - 
		Dec./Jan.-2013/2014", http://gvpce.ac.in/results/BTechVIISemSupplyJan2014/btechsearch.asp
528,"B.Tech IV Semester Supplementary Results - 
		Dec./Jan.-2013/2014", http://gvpce.ac.in/results/BTechIVSemSupplyJan2014/btechsearch.asp
529,"MCA IV Semester Supplementary Results - December 
		2013", http://gvpce.ac.in/results/mcaIVSemsupply-dec2013/btechsearch.asp
530,MCA V Semester Regular Results - December 2013, http://gvpce.ac.in/results/mcaVSemRegular-dec2013/btechsearch.asp
531,"B.Tech VI Semester Supplementary Results - 
		December 2013", http://gvpce.ac.in/results/BTechVISemSupply-dec2013/btechsearch.asp
532,"B.Tech V Semester Supplementary Results - December 
		2013", http://gvpce.ac.in/results/BTechVSemSupply-dec2013/btechsearch.asp
533,"B.Tech VII Semester Regular Results (2010 Batch) - 
		January 2014", http://gvpce.ac.in/results/BTechVIISemRegJan2014/btechsearch.asp
534,"B.Tech V Semester Regular Results (2011 Batch) - 
		January 2014", http://gvpce.ac.in/results/BTechVSemRegJan2014/btechsearch.asp
535,"M.Tech II Semester Supplementary Results - 
		November 2013", http://gvpce.ac.in/results/MTechIISemSupplyNov2013/mtechsearch.asp
536,"M.Tech I Semester Supplementary Results - November 
		2013", http://gvpce.ac.in/results/MTechISemSupplyNov2013/mtechsearch.asp
537,M.Tech II Semester Regular Results - November 2013, http://gvpce.ac.in/results/MTechIISemRegNov2013/mtechsearch.asp
538,"B.Tech VIII Semester Supplementary Results (For 
		2009 Batch) - December 2013", http://gvpce.ac.in/results/BTechVIIISemSupply-Dec2013-2009%20Batch/btechsearch.asp
539,"B.Tech I Semester Supplementary Revaluation 
		Results (2012 Batch) - July 2013", http://gvpce.ac.in/results/BTechISemSupply-July2013-2012%20Batchrev/btechsearch.asp
540,"B.Tech I Semester Supplementary Revaluation 
		Results (2009, 2010 and 2011 Batches) - July 2013"," http://gvpce.ac.in/results/BTechISemSupply-July2013-2009,2010,2011%20Batchesrev/btechsearch.asp"
541,"B.Tech II Semester Supplementary Revaluation 
		Results (2009, 2010 and 2011 Batches) - July 2013"," http://gvpce.ac.in/results/BTechIISemSupply-July2013-2009,2010,2011%20Batchrev/btechsearch.asp"
542,"B.Tech II Semester Regular Revaluation Results 
		(2012 Batch) - July 2013", http://gvpce.ac.in/results/BTechIISemReg-July2013-2012%20Batchnew/btechsearch.asp
543,"B.Tech I Semester Supplementary Results (2012 
		Batch) - July 2013", http://gvpce.ac.in/results/BTechISemSupply-July2013-2012%20Batch/btechsearch.asp
544,"B.Tech I Semester Supplementary Results (2009, 
		2010 and 2011 Batches) - July 2013"," http://gvpce.ac.in/results/BTechISemSupply-July2013-2009,2010,2011%20Batches/btechsearch.asp"
545,"B.Tech II Semester Supplementary Results (2009, 
		2010 and 2011 Batches) - July 2013"," http://gvpce.ac.in/results/BTechIISemSupply-July2013-2009,2010,2011%20Batch/btechsearch.asp"
546,"B.Tech II Semester Regular Results (2012 Batch) - 
		July 2013", http://gvpce.ac.in/results/BTechIISemReg-July2013-2012%20Batch/btechsearch.asp
547,"B.Tech III Semester Supplementary Revaluation 
		Results - May 2013", http://gvpce.ac.in/results/BTechIIISemSupplyRevMay2013/btechsearch.asp
548,"B.Tech IV Semester Regular and Supplementary 
		Revaluation Results - May 2013", http://gvpce.ac.in/results/BTechIVSemReg&SupplyRevMay2013/btechsearch.asp
549,"B.Tech VI Semester Regular and Supplementary 
		Revaluation Results - May 2013", http://gvpce.ac.in/results/BTechVISemReg&SupplyRevMay2013/btechsearch.asp
550,"B.Tech V Semester Supplementary Revaluation 
		Results - May 2013", http://gvpce.ac.in/results/BTechVSemSupplyRevMay2013/btechsearch.asp
551,"B.Tech VII Semester Supplementary Revaluation 
		Results - May 2013", http://gvpce.ac.in/results/BTechVIISemSupplyRevMay2013/btechsearch.asp
552,"B.Tech VIII Semester Regular Revaluation Results - 
		May 2013", http://gvpce.ac.in/results/BTechVIIISemRegRevMay2013/btechsearch.asp
553,"M.Tech I Semester Supplementary Results - April 
		2013", http://gvpce.ac.in/results/MTechISemSupplyApr2013/mtechsearch.asp
554,"M.Tech II Semester Supplementary Results - April 
		2013", http://gvpce.ac.in/results/MTechIISemSupplyApr2013/mtechsearch.asp
555,M.Tech I Semester Regular Results - April 2013, http://gvpce.ac.in/results/MTechISemRegApr2013/mtechsearch.asp
556,MCA IV Semester Regular Results - June 2013, http://gvpce.ac.in/results/MCAIVSemRegJune13/mcasearch.asp
557,B.Tech V Semester Supplementary Results - May 2013, http://gvpce.ac.in/results/BTechVSemSupplyMay2013/btechsearch.asp
558,"B.Tech III Semester Supplementary Results - May 
		2013", http://gvpce.ac.in/results/BTechIIISemSupplyMay2013/btechsearch.asp
559,"B.Tech IV Semester Supplementary Results - May 
		2013", http://gvpce.ac.in/results/BTechIVSemSupplyMay2013/btechsearch.asp
560,"B.Tech VI Semester Supplementary Results - May 
		2013", http://gvpce.ac.in/results/BTechVISemSupplyMay2013/btechsearch.asp
561,B.Tech VI Semester Regular Results - May 2013, http://gvpce.ac.in/results/BTechVISemRegMay2013/btechsearch.asp
562,B.Tech IV Semester Regular Results - May 2013, http://gvpce.ac.in/results/BTechIVSemRegMay2013/btechsearch.asp
563,"B.Tech VII Semester Supplementary Results - May 
		2013", http://gvpce.ac.in/results/BTechVIISemSupplyMay13/btechsearch.asp
564,"B.Tech I Semester Regular Revaluation Results - 
		February 2013", http://gvpce.ac.in/results/BTechISemRegRevFeb13/btechsearch.asp
565,"B.Tech I Semester Supplementary Revaluation 
		Results - February 2013", http://gvpce.ac.in/results/BTechISemSupplyRevFeb13/btechsearch.asp
566,B.Tech VIII Semester Regular Results - May 2013, http://gvpce.ac.in/results/BTechVIIISemMay2013/btechsearch.asp
567,MCA I Semester Regular Results - March 2013, http://gvpce.ac.in/results/mcaIsemregmar13/mcasearch.asp
568,MCA I Semester Supplementary Results - March 2013, http://gvpce.ac.in/results/mcaIsemsupmar13/mcasearch.asp
569,"B.Tech I Semester Supplementary Results - February 
		2013", http://gvpce.ac.in/results/BTechISemSupplyfeb2013/btechsearch.asp
570,"B.Tech I Semester Regular Results(2012 Admitted 
		Batch) - February 2013", http://gvpce.ac.in/results/BTechISemFeb2013/btechsearch.asp
571,"BTech II Semester Revaluation Results - November 
		2012", http://gvpce.ac.in/results/BTechIISemRevaluationNov2012/btechsearch.asp
572,"BTech III Semester Revaluation Results - November 
		2012", http://gvpce.ac.in/results/BTechIIISemRevaluationNov2012/btechsearch.asp
573,"BTech IV Semester Revaluation Results - November 
		2012", http://gvpce.ac.in/results/BTechIVSemRevaluationNov2012/btechsearch.asp
574,"BTech V Semester Revaluation Results - November 
		2012", http://gvpce.ac.in/results/BTechVSemRevaluationNov2012/btechsearch.asp
575,"BTech VI Semester Revaluation Results - November 
		2012", http://gvpce.ac.in/results/BTechVISemRevaluationNov2012/btechsearch.asp
576,"BTech VII Semester Revaluation Results - November 
		2012", http://gvpce.ac.in/results/BTechVIISemRevaluationNov2012/btechsearch.asp
577,"MCA II Semester Supplementary Results - December 
		2012", http://gvpce.ac.in/results/MCAIISemSupDec12/mcasearch.asp
578,MCA III Semester Regular Results - December 2012, http://gvpce.ac.in/results/MCAIIISemRegDec2012/mcasearch.asp
579,"M.Tech I Semester Supplementary Results - October 
		2012", http://gvpce.ac.in/results/MTechISemSupplyOct2012/mtechsearch.asp
580,"M.Tech I Semester Supplementary Results - October 
		2012 (For 2009 Admitted Batch)", http://gvpce.ac.in/results/MTech%20I%20SEM%20Supply%20Results-October-2012.pdf
581,"M.Tech II Semester Supplementary Results - October 
		2012", http://gvpce.ac.in/results/MTech%20II%20SEM%20Supply%20RESULTS-October-2012.pdf
582,"B.Tech II Semester Supplementary Results - 
		December 2012", http://gvpce.ac.in/results/BTechIISemSupplyDec2012/btechsearch.asp
583,"B.Tech III Semester Supplementary Results - 
		December 2012", http://gvpce.ac.in/results/BTechIIISemSupplyDec2012/btechsearch.asp
584,"B.Tech IV Semester Supplementary Results - 
		December 2012", http://gvpce.ac.in/results/BTechIVSemSupplyDec2012/btechsearch.asp
585,"B.Tech V Semester Supplementary Results - December 
		2012", http://gvpce.ac.in/results/BTechVSemSupplyDec2012/btechsearch.asp
586,"B.Tech VI Semester Supplementary Results - 
		December 2012", http://gvpce.ac.in/results/BTechVISemSupplyDec2012/btechsearch.asp
587,M.Tech II Semester Regular Results - October 2012, http://gvpce.ac.in/results/MTechIISemOct2012/mtechsearch.asp
588,MCA V Semester Regular Results - November 2012, http://gvpce.ac.in/results/MCAVSemRegNov2012/mcasearch.asp
589,"B.Tech III Semester Regular Results - November 
		2012", http://gvpce.ac.in/results/BTechIIISemNov2012/btechsearch.asp
590,B.Tech V Semester Regular Results - November 2012, http://gvpce.ac.in/results/BTechVSemNov2012/btechsearch.asp
591,"B.Tech VII Semester Regular Results - November 
		2012", http://gvpce.ac.in/results/BTechVIISemNov2012/btechsearch.asp
592,MCA I Semester Supplementary Result- July 2012, http://gvpce.ac.in/results/mcaisemsupjuly12/mcasearch.asp
593,"MCA II Semester Regular GVPCE Autonomous Results - 
		July 2012", http://gvpce.ac.in/results/mcaIIsemregjuly12/mcasearch.asp
594,"B.Tech II Semester Regular and Supplementary 
		Revaluation Result- July 2012", http://gvpce.ac.in/results/BTechIISemrevyjul12/btechsearch.asp
595,"B.Tech I Semester Supplementary Revaluation Result 
		- July 2012", http://gvpce.ac.in/results/BTechISemrevyjul12/btechsearch.asp
596,"B.Tech IV Semester Regular/Supplementary 
		Examinations- April 2012 - Revaluation Result", http://gvpce.ac.in/results/BTechIVSemrevyjul12/btechsearch.asp
597,"B.Tech VI Semester Regular Examinations-April 2012 
		- Revaluation Result", http://gvpce.ac.in/results/BTechVISemrevyjul12/btechsearch.asp
598,"B.Tech V Semester Supplementary Examinations - 
		April 2012 - Revaluation Result", http://gvpce.ac.in/results/BTechVSemrevyjul12/btechsearch.asp
599,"B.Tech III Semester Supplementary Examinations - 
		April 2012 - Revaluation Result", http://gvpce.ac.in/results/BTechIIISemrevyjul12/btechsearch.asp
600,"M.Tech I Semester Autonomous Regular Results - 
		April 2012", http://gvpce.ac.in/results/mtechisemapr2012/btechsearch.asp
601,"M.Tech I Semester Autonomous Supplementary Results 
		- April 2012", http://gvpce.ac.in/results/MTechIYEARISEMSupplyResults-April2012.pdf
602,M, http://gvpce.ac.insults/MTechIYEARIISEMSupplyRESULTS-April2012.pdf
603,".Tech 
		II Semester Autonomous Supplementary Results - April 2012", http://gvpce.ac.insults/MTechIYEARIISEMSupplyRESULTS-April2012.pdf
604,, http://gvpce.ac.in/results/BTechISemSupplyApr12/btechsearch.asp
605,"B.Tech II Semester Autonomous Supplementary 
		Results - May/June 2012", http://gvpce.ac.in/results/BTechIISemSupplyjun12/btechsearch.asp
606,, http://gvpce.ac.in/results/BTechIISemSupplyjun12/btechsearch.asp
607,, http://gvpce.ac.in/results/BTechIISemSupplyjun12/btechsearch.asp
608,, http://gvpce.ac.in/results/BTechISemSupplyApr12/btechsearch.asp
609,"B.Tech II Semester Autonomous Regular Results - 
		May/June 2012", http://gvpce.ac.in/results/BTechIISemjun2012/btechsearch.asp
610,"B.Tech I Semester Autonomous Supplementary Results 
		- April/May 2012", http://gvpce.ac.in/results/BTechISemSupplyApr12/btechsearch.asp
611,"B.Tech III Semester Autonomous Supplementary 
		Results - April 2012", http://gvpce.ac.in/results/BTechIIISemSupplyApr12/btechsearch.asp
612,"B.Tech IV Semester Autonomous Supplementary 
		Results - April 2012", http://gvpce.ac.in/results/BTechIVSemSupplyApr12/btechsearch.asp
613,"B.Tech V Semester Autonomous Supplementary Results 
		- April 2012", http://gvpce.ac.in/results/BTechVSemSupplyApr12/btechsearch.asp
614,"MCA IV Semester Regular GVPCE Autonomous Results - 
		April/ May 2012", http://gvpce.ac.in/results/MCAIVSemRegApr12/mcasearch.asp
615,"MCA III Semester Supplementary GVPCE Autonomous 
		Results - April/ May 2012", http://gvpce.ac.in/results/MCAIIISemSupplyApr12/mcasearch.asp
616,"B.Tech IV Semester Regular GVPCE Autonomous 
		Results - April/ May 2012", http://gvpce.ac.in/results/BTechIVSemMay2012/btechsearch.asp
617,"B.Tech VI Semester Regular GVPCE Autonomous 
		Results - April/ May 2012", http://gvpce.ac.in/results/BTechVISemMay2012/btechsearch.asp
618,"MCA I Semester GVPCE Autonomous Results - January 
		2012", http://gvpce.ac.in/results/mcaIsemregjan12/mcasearch.asp
619,"B.Tech I 
		Semester Regular GVPCE Autonomous Results - December 2011", http://gvpce.ac.insults/BTechISemJan2012/btechsearch.asp
620,, http://gvpce.ac.insults/BTechISemJan2012/btechsearch.asp
621,B.Tech I Semester Supplementary GVPCE Autonomous Results - December 2011, http://gvpce.ac.in/results/BTechISemSupplydec2011/btechsearch.asp
622,"B.Tech IV Semester Supplementary GVPCE Autonomous Results - November 
		2011", http://gvpce.ac.in/results/BTechIVSemSupplyNov2011/btechsearch.asp
623,"B.Tech II Semester Supplementary GVPCE Autonomous Results - November 
		2011", http://gvpce.ac.in/results/BTechIISemSupplyNov2011/btechsearch.asp
624,"B.Tech III 
		Semester Supplementary GVPCE Autonomous Results - November 2011", http://gvpce.ac.in/results/BTechIIISemSupplyNov2011/btechsearch.asp
625,"B.Tech III 
		Semester Regular GVPCE Autonomous Results - November 2011", http://gvpce.ac.in/results/BTechIIISemNov2011/btechsearch.asp
626,"B.Tech V 
		Semester Regular GVPCE Autonomous Results - November 2011", http://gvpce.ac.in/results/BTechVSemNov2011/btechsearch.asp
627,, http://gvpce.ac.insults/mcavisemregoct11/MCA2009BATCHIVSEMSupply.pdf
628,"MCA II 
		Semester GVPCE Autonomous Supplementary Results - November 2011", http://gvpce.ac.in/results/MCA-IISemSupplyResultsnov11.pdf
629,, http://gvpce.ac.in/results/mcavisemregoct11/mcasearch.asp
630,"MCA III Semester GVPCE Autonomous Results - 
		November 2011", http://gvpce.ac.in/results/MCA-IIISEMRegularResults.pdf
631,, http://gvpce.ac.in/results/MCA-IIISEMRegularResults.pdf
632,, http://gvpce.ac.in/results/mcavisemregoct11/mcasearch.asp
633,"MCA V Semester GVPCE Autonomous Results - November 
		2011", http://gvpce.ac.in/results/mcavisemregoct11/mcasearch.asp
634,"MCA IV 
		Semester GVPCE Autonomous Supplementary Results - October 2011", http://gvpce.ac.insults/mcavisemregoct11/MCA2009BATCHIVSEMSupply.pdf
635,"M.Tech II Semester GVPCE Autonomous Results - 
		September 2011", http://gvpce.ac.in/results/mtechsep11/btechsearch.asp
636,"M.Tech I 
		Semester GVPCE Autonomous Supplementary Results - September 2011", http://gvpce.ac.insults/mtechsep11/MTechIYEARISEMSupplyResults.pdf
637,"Revaluation 
		Results of B.Tech I Semester Supplementary - June 2011", http://gvpce.ac.insults/BTech%20Revaluation%20Results%20-%20June%202011/I%20Sem%20Supple%20-%20Revaluation%20Results%20June-2011.pdf
638,"Revaluation 
		Results of B.Tech II Semester Regular and Supplementary - June 2011", http://gvpce.ac.insults/BTech%20Revaluation%20Results%20-%20June%202011/II%20Sem%20Reg%20n%20Supple%20-%20Revaluation%20Results%20June-2011.pdf
639,"Revaluation 
		Results of B.Tech III Semester Supplementary - June 2011", http://gvpce.ac.insults/BTech%20Revaluation%20Results%20-%20June%202011/III%20Sem%20Supple%20-%20Revaluation%20Results%20June-2011.pdf
640,"Revaluation 
		Results of B.Tech IV Semester Regular - June 2011", http://gvpce.ac.insults/BTech%20Revaluation%20Results%20-%20June%202011/IV%20Sem%20Reg%20-%20Revaluation%20Results%20June-2011.pdf
641,"I B.Tech II 
		Semester Regular GVPCE Autonomous Results - June 2011", http://gvpce.ac.insults/BtechIIsemJune2011/btechsearch.asp
642,"I B.Tech I 
		Semester Supplementary GVPCE Autonomous Results - June 2011", http://gvpce.ac.insults/btechisemestersupplementaryresultsjune2011/btechisemestersupplementaryresultsjune2011.pdf
643,"I B.Tech II 
		Semester Supplementary GVPCE Autonomous Results - June 2011", http://gvpce.ac.insults/B.TechIISemesterSupplementaryResults-June2011/B.TechIISemesterSupplementaryResults-June2011.pdf
644,"II B.Tech III Semester Supplementary GVPCE Autonomous Results - June 
		2011", http://gvpce.ac.insults/B.TechIIISemesterSupplementaryResults-June2011/B.TechIIISemesterSupplementaryResults-June2011.pdf
645,"II B.Tech IV 
		Semester GVPCE Autonomous Results - June 2011", http://gvpce.ac.insults/BtechIVsemJune2011/btechsearch.asp
646,"M.C.A II Semester Regular Results - June 
		2011", http://gvpce.ac.in/results/mcaIIsemregJune11/mcasearch.asp
647,"MCA I SEM Supple (2009 &amp; 2010 Admits) - 
		June 2011", http://gvpce.ac.insults/MCAISEMSupple(2009&2010Admits)June2011.pdf
648,"M.C.A III Semester Supplementary Results - 
		May 2011", http://gvpce.ac.insults/MCA%20III%20SEM%20SUPPLE-May%202011.pdf
649,"M.C.A IV Semester Regular - 2009 Admitted 
		Batch Results - May 2011", http://gvpce.ac.in/results/mcaIVsemregmay11/mcasearch.asp
650,"M.Tech I Semester Regular &amp; Supplementary 
		and M.Tech II Semester Supplementary Examinations Revaluation Results - 
		March 2011", http://gvpce.ac.insults/RevaluationM.TechI&IISemestersRegular&SupplyExaminationsMarch2011.pdf
651,, http://gvpce.ac.insults/MTech%20I%20YEAR%20II%20SEM%20SUPPLY%20RESULTS.pdf
652,"I M.Tech I Semester GVPCE Autonomous Supplementary 
		Results - March 2011", http://gvpce.ac.insults/MTech%20I%20YEAR%20I%20SEM%20SUPPLY%20RESULTS.pdf
653,"I M.Tech II Semester GVPCE Autonomous 
		Supplementary Results - March 2011", http://gvpce.ac.insults/MTech%20I%20YEAR%20II%20SEM%20SUPPLY%20RESULTS.pdf
654,"I M.Tech I Semester GVPCE Autonomous Results - 
		March 2011", http://gvpce.ac.in/results/mtechmarch11/btechsearch.asp
655,Revaluation Results of MCA I Semester January 2011, http://gvpce.ac.in/results/RevaluationMCAISemJan2011.pdf
656,"Revaluation 
		Results of B.Tech I Semester January 2011", http://gvpce.ac.in/results/RevaluationB.TechISemJan2011.pdf
657,"Revaluation 
		Results of B.Tech II Semester January 2011", http://gvpce.ac.in/results/RevaluationB.TechIISemJan2011.pdf
658,"Revaluation 
		Results of B.Tech III Semester January 2011", http://gvpce.ac.in/results/RevaluationB.TechIIISemJan2011.pdf
659,, http://gvpce.ac.insults/btechisemjan2011/btechsearch.asp
660,"B.Tech I 
		Semester GVPCE Autonomous Results - January 2011", http://gvpce.ac.insults/btechisemjan2011/btechsearch.asp
661,"MCA I Semester GVPCE Autonomous Results - January 
		2011", http://gvpce.ac.in/results/imcajan11/mcasearch.asp
662,"B.Tech &amp; MCA I Semester GVPCE Autonomous Results 
		Analysis - January 2011", http://gvpce.ac.insults/IBTECH&MCAANALYSIS-Jan2011/BTech&MCAISemAnalysis.pdf
663,"B.Tech I Semester Supplementary GVPCE Autonomous 
		Results - January 2011", http://gvpce.ac.in/results/IBTech-ISemSupply-Jan2011/IBTech-ISemSupply-Jan2011.pdf
664,"MCA I Semester Supplementary GVPCE Autonomous 
		Results - January 2011", http://gvpce.ac.in/results/MCAIYEARISEMSUPPLYRESULTS/MCAIYEARISEMSUPPLYRESULTS.pdf
665,"B.Tech II Semester Supplementary GVPCE Autonomous 
		Results - January 2011", http://gvpce.ac.in/results/BTECHIISEMSUPPLYJAN2011/IBTechIISemSupplementrayResults.pdf
666,"MCA II Semester Supplementary GVPCE Autonomous 
		Results - January 2011", http://gvpce.ac.in/results/mcaiisemsupplyjan2011/MCAIISemSupplyResults.pdf
667,B.Tech, http://gvpce.ac.insults/btechiiisemdec2010/btechsearch.asp
668,III Semester GVPCE Autonomous Results - December 2010, http://gvpce.ac.insults/btechiiisemdec2010/btechsearch.asp
669,"B.Tech III Semester GVPCE Autonomous Results 
		Analysis", http://gvpce.ac.insults/btechiiisemdec2010/summary.pdf
670,"MCA III Semester GVPCE Autonomous Results - 
		December 2010", http://gvpce.ac.in/results/iiimcadec10/mcasearch.asp
671,"I M.Tech II Semester GVPCE Autonomous Results - 
		August 2010", http://gvpce.ac.in/results/mtechaug10/btechsearch.asp
672,"I M.Tech I Semester Supplementary GVPCE Autonomous 
		Results - August 2010", http://gvpce.ac.in/results/mtechsupaug10/btechsearch.asp
673,"I MCA I Semester Supplementary GVPCE Autonomous 
		Results - August 2010", http://gvpce.ac.in/results/mcasupaug10/btechsearch.asp
674,"I B.Tech I Semester GVPCE Autonomous Supplementary 
		Results - August 2010", http://gvpce.ac.in/results/btechaugsup10/btechsearch.asp
675,"I B.Tech I Semester GVPCE Autonomous Summer 
		Program &amp; Re-Admit Results - August 2010", http://gvpce.ac.in/results/btechaugsupsumm10/btechsearch.asp
676,"I MCA II Semester GVPCE Autonomous Results Press 
		Note", http://gvpce.ac.inesults/mcajuly10/pressnote.pdf
677,"I MCA II Semester GVPCE Autonomous Results 
		Analysis", http://gvpce.ac.inesults/mcajuly10/mcaanalysis.pdf
678,"I MCA II Semester GVPCE 
		Autonomous Results - July 2010", http://gvpce.ac.inesults/mcajuly10/mcasearch.asp
679,"Engineering Orientation 
		Test Results", http://gvpce.ac.in/BridgeCourse.pdf
680,"I B.Tech II Semester GVPCE Autonomous Results 
		Press Note", http://gvpce.ac.in/results/pressnote.pdf
681,"I B.Tech II Semester GVPCE Autonomous Results 
		Analysis", http://gvpce.ac.in/results/Analysis.pdf
682,"I B.Tech II Semester GVPCE 
		Autonomous Results - July 2010", http://gvpce.ac.inesults/btechjuly10/btechsearch.asp
683,"II B.Tech II 
		Semester JNTU-K Results - June 2010", http://gvpce.ac.in/results/Results1.pdf
684,"III B.Tech 
		II Semester JNTU-K Results - June 2010", http://gvpce.ac.in/results/Results2.pdf
685,"IV B.Tech II 
		Semester JNTU-K Results - May 2010", http://gvpce.ac.in/results/Results3.pdf
686,"I B.Tech I Semester GVPCE Autonomous Results - 
		February 2010", http://gvpce.ac.inesults/btechsearch.asp
